AFWBurn(uint256)
burnLeftTokens()
burnLimit()
burnLiq(address,address,uint256)
burnLiquidatedTokens()
burnLiquidity()
burnLiquidity(uint256)
burnLiquidityPoolPortion()
burnList(uint256)
burnLockedBalance(uint256)
burnLockedShares()
burnLockupListAmount(address,uint256)
burnLogic(address,uint256)
burnMBC(uint256)
burnMana(uint256)
burnMax()
burnMedal(uint256)
burnMemberToken(address)
burnMetalToShip(address,uint256)
burnMillennialzApp(uint256)
burnMin()
burnMintFrom(address,uint256)
burnMinterDefiner()
burnMintingKeys()
burnMissionStart()
burnMktCoins()
burnMode()
burnMul()
burnMultDen()
burnMultNom()
burnMulti(address[],uint256[])
burnMultiFrom(address[],uint256[])
burnMultisig()
burnMyBIDS(uint256)
burnMyBalance()
burnMyQUATransferAndSendQUAToSomeone(uint256,address)
burnMyTokens(uint256)
burnMyTokensFOREVER(uint256)
burnNSPs(address,uint256)
burnNative(address,uint256)
burnNewYolkFinance(uint256)
burnNomins(uint256)
burnOTokens(uint256)
burnOWL(address,uint256)
burnOctapayForFourthSlot()
burnOctapayForSecondSlot()
burnOctapayForThirdSlot()
burnOf(address,uint256)
burnOf(uint256)
burnOn()
burnOnLiquidation(address,uint256)
burnOnOff()
burnOnSellEth(address,uint256,uint256)
burnOnSellMulti(address,address,uint256,uint256)
burnOnUnstake(address,uint256)
burnOneBroGlobal(uint256)
burnOperator()
burnOtoken(address,uint256)
burnOwnTokens(uint256)
burnOwner()
burnOwner(address,uint256)
burnOwner(uint256)
burnOwnerTokens()
burnOwnerTokens(uint256)
burnPLUTUS(uint256)
burnPOPEforEth(uint256)
burnPRCNTDen()
burnPRCNTNum()
burnPREICOTokens()
burnPXL(address,uint256)
burnPXLRewardPXL(address,uint256,address,uint256)
burnPXLRewardPXLx2(address,uint256,address,uint256,address,uint256)
burnPassportToken(address,uint256)
burnPausedTime()
burnPct()
burnPerTransaction()
burnPercent()
burnPercentCycleOne()
burnPercentDecimal()
burnPercentage()
burnPercentage(uint256)
burnPercentage1000m()
burnPercentage100m()
burnPercentage10m()
burnPercentageDefault()
burnPermission(address)
burnPermission(address,uint256)
burnPlutus(uint256)
burnPoll(uint256)
burnPollFinance(uint256)
burnPool()
burnPool(uint256,bytes)
burnPoolAddress()
burnPoolAmount()
burnPoolAmountPrevious()
burnPoolShareFromLib(uint256)
burnPoolToken(uint256)
burnPreSigned(bytes,uint256,uint256,uint256)
burnPreSignedHashing(address,uint256,uint256,uint256)
burnPrice()
burnPrimordial(uint256)
burnPrimordialFrom(address,uint256)
burnPrivateSale(address,uint256)
burnProp(address,uint256,string)
burnProportion()
burnProxy(address,uint256)
burnPurchase(uint256)
burnPynths(uint256)
burnPynthsAndUnstakeUSDC(uint256,uint256)
burnPynthsAndUnstakeUSDCToTarget()
burnPynthsOnBehalf(address,uint256)
burnPynthsToTarget()
burnPynthsToTargetOnBehalf(address)
burnQueue()
burnRate()
burnRate(address,address,uint256)
burnRate(address,uint256)
burnRateBase()
burnRateControllers(address)
burnRateDenominator()
burnRateNumerator()
burnRateOffset()
burnRates()
burnReceiverWhitelist(address)
burnRedemptionAddress()
burnRemain()
burnRemainToken()
burnRemainder(uint256)
burnRemaining(uint256)
burnRemainingToken(uint256)
burnRemainingTokens()
burnReservesAddress()
burnReservesVault()
burnRestart()
burnReturn(address,uint256)
burnReward(uint256)
burnSaleAddresses(address)
burnSaleContractTokens(uint256)
burnSaleTokens()
burnSecondary(address,uint256)
burnSenderWhitelist(address)
burnSent(uint256)
burnShares(address,uint256)
burnSharesForSale(uint256)
burnSignature(string,address,address,address,address,uint256,uint256,uint256,uint256,bytes)
burnSome(uint256,address[])
burnSomeTokens(uint256)
burnSpecial(address,uint256)
burnStage(uint256)
burnStart()
burnStart(uint256,uint256)
burnStartDay()
burnStartTimeStamp()
burnState()
burnStatus()
burnStop()
burnStopSupply()
burnSupply()
burnSupply(address,uint256)
burnSupply(uint256)
burnSwap(uint256,string)
burnSynths(bytes32,uint256)
burnSynths(bytes4,uint256)
burnSynths(uint256)
burnSynthsOnBehalf(address,uint256)
burnSynthsToTarget()
burnSynthsToTargetOnBehalf(address)
burnTXpercent()
burnTarget(address,uint256)
burnTax()
burnTaxAlloc()
burnTime()
burnTimeChange()
burnTimes(uint256)
burnTo(address,uint256)
burnToAddr()
burnToAddress(address,uint256)
burnToAdvertise(string,uint256)
burnToChai(address,uint256)
burnToDestroyFarts(address,uint256)
burnToEther(address,uint256)
burnToEther(address,uint256,uint256)
burnToEther(address,uint256,uint256,bytes)
burnToFarm(address,uint256)
burnToToken(address,address,uint256)
burnToToken(address,address,uint256,uint256)
burnToToken(address,address,uint256,uint256,bytes)
burnToken()
burnToken(address,uint256)
burnToken(address,uint256,uint256)
burnToken(address,uint256[],string)
burnToken(address,uint256[],string,address)
burnToken(uint256)
burnToken(uint256,string)
burnTokenAmount()
burnTokenAndWithdrawKitty()
burnTokenBurn(uint256)
burnTokenFrom(address,uint256)
burnTokenGoveve(address,uint256)
burnTokenManually(uint256)
burnTokenStatus()
burnTokenSupply()
burnTokens()
burnTokens(address)
burnTokens(address,address)
burnTokens(address,address,address,uint256)
burnTokens(address,uint256)
burnTokens(address[])
burnTokens(uint256)
burnTokens(uint256,address)
burnTokens(uint256,uint256)
burnTokens(uint256,uint256,uint256)
burnTokens(uint96)
burnTokensAndRefund(address)
burnTokensAndWithdrawCards(uint256,address)
burnTokensAndWithdrawCards(uint256[],address[])
burnTokensAndWithdrawChainFaces(uint256[],address[])
burnTokensAndWithdrawGego(uint256[])
burnTokensAndWithdrawKitties(uint256[],address[])
burnTokensAndWithdrawNfts(uint256[],address[])
burnTokensEvents(uint256)
burnTokensEventsCounter()
burnTokensExp(uint256,uint256)
burnTokensForAccount(address,uint256)
burnTokensForMember(address,uint256,address)
burnTokensForSale()
burnTokensForSale(uint256)
burnTokensFrom(address,uint256)
burnTotal()
burnTotalSupply(uint256)
burnTracker()
burnTransaction(bytes32,bytes32,uint8,address,uint256,uint256,uint256)
burnTransfer(address,uint256,string)
burnTransfer(uint256)
burnTrigger()
burnTrusted(address,uint256)
burnTxFee()
burnUnSoldTokens()
burnUnderlying(uint256)
burnUndistributed()
burnUniswap(uint256)
burnUniswapPool()
burnUnmintedTokens(uint256)
burnUnsold()
burnUnsoldTokens()
burnUnsoldTokens(uint256)
burnUnused()
burnUnused(uint256)
burnUnusedTokens()
burnUnwrapedTokens(string,uint256)
burnUser(address,uint256)
burnUserTokens(address)
burnValue(address,uint256)
burnVault()
burnWIP(uint256)
burnWallet()
burnWeightPH(address)
burnWhitList(address)
burnWholeBalance()
burnWithData(uint256,bytes)
burnWithDecimals(uint256,uint256)
burnWithLoanPayback(uint256)
burnWithNote(uint256,string)
burnX(address,uint256)
burnXiaokaoFinance(uint256)
burnYesProtocol(uint256)
burnYolkFinance(uint256)
burn_(address,uint256)
burn_GLEX(uint256)
burn_Inactive_Address(address)
burn_Inactive_Contract(address)
burn_PROT(uint256)
burn_address()
burn_address(address)
burn_all_unsold()
burn_allowance(address,address)
burn_approve_down()
burn_approve_up(uint256)
burn_counter()
burn_fee()
burn_from(address,uint256)
burn_gas(uint256)
burn_pct()
burn_price()
burn_private_tokens()
burn_public_tokens()
burn_rate()
burn_seed_tokens()
burnable()
burnableAmtOf(address)
burnableAmtPH(address)
burnableFund()
burnableFundRate()
burnableLiquidity()
burnableToken(address,uint256)
burnaddr()
burnaddress()
burnaftersale(uint256)
burnallow()
burned()
burned(address)
burnedAfterSaleCount()
burnedBalanceOf(address)
burnedBeforeUnlockedBalance()
burnedCount()
burnedLiquidity()
burnedOf(address)
burnedParticipants(address)
burnedSignatures(bytes32)
burnedSupply()
burnedSynth(address)
burnedTillDate()
burnedToDate()
burnedToken()
burnedTokens()
burnedTokens(address)
burnedTokensCount()
burnedTokensReceiver()
burned_amount(address)
burned_volume()
burnedtotal()
burner()
burner(uint256)
burnerAddress()
burnerChangeable()
burnerOwner()
burnerSet()
burners(address)
burners(uint256)
burnevent(uint256)
burnforBIBLE(uint256)
burnfromAdmin(address,uint256)
burninatedBy(address)
burning()
burningAdress()
burningCapableAccount(address[])
burningDiscount()
burningEnabled()
burningFinished()
burningFinishedFlag()
burningMode()
burningPaused()
burningPermille()
burningPermilleBorder()
burningPool()
burningPoolconfigs(address)
burningRate()
burningRatio()
burningrate()
burnlvlToken(address,uint256)
burnme(uint256)
burnout(string)
burnrglforEth(uint256)
burns()
burns(address)
burns(address[],uint256[])
burnsupply(address,uint256)
burnt()
burnt(uint256)
burntAmount()
burntBalanceOf(address)
burntTokenReserveList(uint256)
burntTokenReserveListIndex(address)
burntTokenReserved()
burntTokens()
burntokens(uint256)
burntotal()
buyBackAndBurn()
caculateBurnRate()
calcBurn(uint256)
calcBurnAmount(uint256)
calcBurnFee(uint256)
calcNAVPerShareForBurn(uint256,uint256,(uint256,uint256,uint256,uint256,uint256))
calcOutToken0ForBurn(uint256,(uint256,uint256,uint256,uint256,uint256))
calcOutToken1ForBurn(uint256,(uint256,uint256,uint256,uint256,uint256))
calcOutTokenAndETHForBurn(uint256,(uint256,uint256,uint256,uint256,uint256))
calculateBurn(uint256)
calculateBurnAmount(uint256,address,address)
calculateBurnDivisor(uint256,uint256,uint256)
calculateBurnFee(uint256)
calculateBurnPercentFromTransferVolumeRatio(int256,int256,int256,int256)
calculateContinuousBurnReturn(uint256)
calculateLiquidityToBurn(address,uint256)
calculateMaximumBurnAmount(address)
calculateMultiplierAfterBurn(address,uint256)
calculateTokenBurn(uint256,uint256)
canAnyoneBurn()
canBurn()
canBurn(address)
canBurnAddress()
canBurnAmount(address)
canBurnWhiteList()
canBurnWhiteList(address)
canMintBurn()
cevaBurnRequestId(address,bytes32,uint256)
cevaWhitelistBurnRequest(address,bool,bytes32)
changeBurnAddress(address)
changeBurnBound(uint256,uint256)
changeBurnBounds(uint256,uint256)
changeBurnFee(uint16)
changeBurnFee(uint256)
changeBurnPausedTime(uint256)
changeBurnPercent()
changeBurnPercentage(uint8)
changeBurnRate(uint256)
changeBurnRate(uint8)
changeBurnSettings(uint256)
changeBurner(address)
changeBurning(uint8)
changeBurnt(address)
changeBurnt(address,uint8)
changeMaxBurn(uint256)
changeWhitelistForBurn(address)
changeburnt(address)
changedecayBurnrate(uint256)
changetransBurnrate(uint256)
checkBurnAllowed(address,uint256)
checkBurnFee(uint256)
checkBurnRequestIDOf(address)
checkBurnStatus()
cherryPopBurnCallerRewardPct()
cherryPopBurnPct()
chkBurnerList(uint256)
chnageTransferBurnRate(uint256)
claimAndBurnOnBehalf(address,uint256)
claimBurner()
claimBurner(address)
coinBurnIco()
coinBurnMkt()
coinIssuedBurn()
commitDelayedBurn(address,uint256)
confirmBurning(uint256)
consultBurn(uint256)
contractBurn(address,uint256)
controlledBurn(address,uint256)
controllerBurn(address,bytes32,uint256)
controllerBurn(address,uint256)
controllerBurnFrom(address,address,uint256)
countdownPoolBurnDue()
createSessionBurnAuthorityToken(address,uint256)
crossBurn(address,uint256)
crowdsaleBurnAddress()
crowdsaleBurnAmount()
currentBurned()
cutForBurn(uint256)
decayBurnrate()
decrearandomburnlowance(address,uint256)
decreaseBurnAllowance(address,uint256)
decreaseBurnApproval(address,uint256)
decreaseSupply(address,uint256)
decreaseSupply(uint256)
decreaseSupply(uint256,address)
defBurn()
defaultBurn()
defaultReceiverBurnBasisPoints()
defaultSenderBurnBasisPoints()
delBurnlist(address)
deleRoleBurner(address)
delegateBurn(address,uint256,string)
deleteBurner(address,uint8)
directBurn(address,uint256,string)
disableBurn()
disableBurnBeforeBlockNumber()
disableBurning()
disableBurning(address,bool)
disableFarmBurn()
disableManuallyBurnTokens(bool)
doBurn()
doBurn(uint256)
doBurnFromContract(address,uint256)
doubleTransferWithBurn(address,address,uint256,uint256)
drmBurnFrom(address,uint256,string)
dummy_burn(uint256,uint256)
emergencyBurn(address,uint256)
emergencyBurn(int24,int24,uint128)
emitBurn(address,uint256)
emitBurn(address,uint256,string)
emitBurnEvent(address,uint256)
enableBurn()
enableBurn(bool)
enableBurning()
enableBurning(bool)
enableBurningEmergency()
enableBurns()
enableBurns(bool)
enableFarmBurn()
enableTokenBurn()
enabledBurning()
erc20MintBurn()
eventBurn(address,uint256)
excessTokensBurnt()
exchangeRateBurn()
excludeBurnAddress()
excludeFromBurn(address)
executiveBurn(address,address,uint256)
feeWindowBurn(address,uint256)
feeburn()
findBurn(uint256)
findBurnAmount(uint256)
findBurnAmount(uint256,uint256)
findBurnFee(uint256)
findBurnPercent(uint256)
findBurnPercentage(uint256)
findBurnTokens(uint256)
findBurnVol(uint256)
findCoriaBurnPercent(uint256)
findNextBurnPercent(uint256)
finishBurning()
finishBurningByCreator()
firstSlotTokenBurningTime()
fnBurn(uint256)
forceBurn(address,uint256,bytes,bytes)
forceBurnFrom(address,uint256)
forcedBurn(address,uint256)
founderDeveloperBurnRequestId(address,bytes32,uint256)
freezeAndBurnTokens(address)
